country name;country code;metric;metric code;year;value
Late-demographic dividend;LTE;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Late-demographic dividend;LTE;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Late-demographic dividend;LTE;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Latin America & Caribbean;LCN;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;6171.53904838566
Latin America & Caribbean;LCN;Gini index;SI.POV.GINI;1993;
Latin America & Caribbean;LCN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.08657875513374
Latin America & Caribbean;LCN;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.24657705844609
Latin America & Caribbean;LCN;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;31.0813907184984
Latin America & Caribbean;LCN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Latin America & Caribbean;LCN;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Latin America & Caribbean;LCN;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Latin America & Caribbean;LCN;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;5944020946896.41
Latin America & Caribbean (excluding high income);LAC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;5955.15351357727
Latin America & Caribbean (excluding high income);LAC;Gini index;SI.POV.GINI;1993;
Latin America & Caribbean (excluding high income);LAC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;5.93756123616235
Latin America & Caribbean (excluding high income);LAC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.04717275274676
Latin America & Caribbean (excluding high income);LAC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;32.9365690985752
Latin America & Caribbean (excluding high income);LAC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Latin America & Caribbean (excluding high income);LAC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Latin America & Caribbean (excluding high income);LAC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Latin America & Caribbean (excluding high income);LAC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;5254533046292.35
Latin America & the Caribbean (IDA & IBRD countries);TLA;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;6084.20948701919
Latin America & the Caribbean (IDA & IBRD countries);TLA;Gini index;SI.POV.GINI;1993;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;5.92716879500619
Latin America & the Caribbean (IDA & IBRD countries);TLA;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.22387827699576
Latin America & the Caribbean (IDA & IBRD countries);TLA;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;30.9545937747394
Latin America & the Caribbean (IDA & IBRD countries);TLA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Latin America & the Caribbean (IDA & IBRD countries);TLA;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;5752058145493.97
Least developed countries: UN classification;LDC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;562.191812704354
Least developed countries: UN classification;LDC;Gini index;SI.POV.GINI;1993;
Least developed countries: UN classification;LDC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;4.62350308295004
Least developed countries: UN classification;LDC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.139443544021833
Least developed countries: UN classification;LDC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;86.793684768689
Least developed countries: UN classification;LDC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Least developed countries: UN classification;LDC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Least developed countries: UN classification;LDC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Least developed countries: UN classification;LDC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Low & middle income;LMY;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;1724.2344417902
Low & middle income;LMY;Gini index;SI.POV.GINI;1993;
Low & middle income;LMY;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;4.90027859018875
Low & middle income;LMY;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;1.76241473043059
Low & middle income;LMY;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;34.9526586496031
Low & middle income;LMY;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Low & middle income;LMY;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Low & middle income;LMY;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Low & middle income;LMY;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Low income;LIC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;551.011975255862
Low income;LIC;Gini index;SI.POV.GINI;1993;
Low income;LIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;4.80623209787671
Low income;LIC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.536121886694047
Low income;LIC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;64.8646712699635
Low income;LIC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Low income;LIC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Low income;LIC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Low income;LIC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Lower middle income;LMC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;855.677811633073
Lower middle income;LMC;Gini index;SI.POV.GINI;1993;
Lower middle income;LMC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.20849482152568
Lower middle income;LMC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.739786233015047
Lower middle income;LMC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;55.0238188825876
Lower middle income;LMC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Lower middle income;LMC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Lower middle income;LMC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Lower middle income;LMC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;5474997326401.06
Middle East & North Africa;MEA;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;4933.63103373817
Middle East & North Africa;MEA;Gini index;SI.POV.GINI;1993;
Middle East & North Africa;MEA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;12.1323757335755
Middle East & North Africa;MEA;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;3.93890572890156
Middle East & North Africa;MEA;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;2.72510894482651
Middle East & North Africa;MEA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Middle East & North Africa;MEA;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Middle East & North Africa;MEA;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Middle East & North Africa;MEA;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;3746160214965.17
Middle East & North Africa (excluding high income);MNA;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;2673.02629242981
Middle East & North Africa (excluding high income);MNA;Gini index;SI.POV.GINI;1993;
Middle East & North Africa (excluding high income);MNA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;12.8657448834528
Middle East & North Africa (excluding high income);MNA;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.71579837508249
Middle East & North Africa (excluding high income);MNA;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;3.86812991112789
Middle East & North Africa (excluding high income);MNA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Middle East & North Africa (excluding high income);MNA;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Middle East & North Africa (excluding high income);MNA;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Middle East & North Africa (excluding high income);MNA;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;2108789080629.7
Middle East & North Africa (IDA & IBRD countries);TMN;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;2677.43297574165
Middle East & North Africa (IDA & IBRD countries);TMN;Gini index;SI.POV.GINI;1993;
Middle East & North Africa (IDA & IBRD countries);TMN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;12.8809385611871
Middle East & North Africa (IDA & IBRD countries);TMN;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.71579837508249
Middle East & North Africa (IDA & IBRD countries);TMN;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;3.80884761052197
Middle East & North Africa (IDA & IBRD countries);TMN;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Middle East & North Africa (IDA & IBRD countries);TMN;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Middle East & North Africa (IDA & IBRD countries);TMN;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Middle East & North Africa (IDA & IBRD countries);TMN;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;2098236019115.89
Middle income;MIC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;1818.51515558071
Middle income;MIC;Gini index;SI.POV.GINI;1993;
Middle income;MIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;4.90701428374477
Middle income;MIC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;1.85869684850041
Middle income;MIC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;33.5307140495673
Middle income;MIC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Middle income;MIC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Middle income;MIC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Middle income;MIC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
North America;NAC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;39120.6346039121
North America;NAC;Gini index;SI.POV.GINI;1993;
North America;NAC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;7.34989291267264
North America;NAC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;19.3394696326763
North America;NAC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;6.23359894678247
North America;NAC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;7.67834997177124
North America;NAC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
North America;NAC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
North America;NAC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;12481851366185.2
Not classified;INX;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;
Not classified;INX;Gini index;SI.POV.GINI;1993;
Not classified;INX;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;
Not classified;INX;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;
Not classified;INX;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;
Not classified;INX;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Not classified;INX;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Not classified;INX;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Not classified;INX;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
OECD members;OED;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;25687.8982185428
OECD members;OED;Gini index;SI.POV.GINI;1993;
OECD members;OED;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;7.76154926727535
OECD members;OED;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;10.5521614190128
OECD members;OED;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;7.39539754206875
OECD members;OED;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;4.95256996154785
OECD members;OED;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
OECD members;OED;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
OECD members;OED;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;38148437553680.5
Other small states;OSS;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;7471.96610353701
Other small states;OSS;Gini index;SI.POV.GINI;1993;
Other small states;OSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;8.89885427154404
Other small states;OSS;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;6.18788676137592
Other small states;OSS;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;25.0980182341651
Other small states;OSS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;5.69822978973389
Other small states;OSS;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Other small states;OSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Other small states;OSS;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Pacific island small states;PSS;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;3022.39627342711
Pacific island small states;PSS;Gini index;SI.POV.GINI;1993;
Pacific island small states;PSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;3.9473819076677
Pacific island small states;PSS;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;1.93600295281327
Pacific island small states;PSS;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;47.6665591397849
Pacific island small states;PSS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Pacific island small states;PSS;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Pacific island small states;PSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Pacific island small states;PSS;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Post-demographic dividend;PST;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;28413.2630067421
Post-demographic dividend;PST;Gini index;SI.POV.GINI;1993;
Post-demographic dividend;PST;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;7.51316458861482
Post-demographic dividend;PST;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;11.9522155875147
Post-demographic dividend;PST;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;6.49841984844863
Post-demographic dividend;PST;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;4.96054983139038
Post-demographic dividend;PST;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Post-demographic dividend;PST;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Post-demographic dividend;PST;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;36228025820192.8
Pre-demographic dividend;PRE;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;957.689382796513
Pre-demographic dividend;PRE;Gini index;SI.POV.GINI;1993;
Pre-demographic dividend;PRE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;5.45673808203558
Pre-demographic dividend;PRE;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.534827823520061
Pre-demographic dividend;PRE;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;78.5472916968555
Pre-demographic dividend;PRE;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Pre-demographic dividend;PRE;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Pre-demographic dividend;PRE;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Pre-demographic dividend;PRE;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Small states;SST;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;7136.5224373493
Small states;SST;Gini index;SI.POV.GINI;1993;
Small states;SST;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;9.33816131831629
Small states;SST;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;4.78819332605688
Small states;SST;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;26.2850463678516
Small states;SST;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;5.69822978973389
Small states;SST;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Small states;SST;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Small states;SST;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
South Asia;SAS;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;613.294292263729
South Asia;SAS;Gini index;SI.POV.GINI;1993;
South Asia;SAS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.78041265414738
South Asia;SAS;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.66249186765883
South Asia;SAS;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;54.017901354048
South Asia;SAS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
South Asia;SAS;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
South Asia;SAS;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
South Asia;SAS;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;2883533709822.8
South Asia (IDA & IBRD);TSA;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;613.294292263729
South Asia (IDA & IBRD);TSA;Gini index;SI.POV.GINI;1993;
South Asia (IDA & IBRD);TSA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.78041265414739
South Asia (IDA & IBRD);TSA;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.66249186765883
South Asia (IDA & IBRD);TSA;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;54.017901354048
South Asia (IDA & IBRD);TSA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
South Asia (IDA & IBRD);TSA;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
South Asia (IDA & IBRD);TSA;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
South Asia (IDA & IBRD);TSA;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;2883533709822.8
Sub-Saharan Africa;SSF;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;1155.93918675425
Sub-Saharan Africa;SSF;Gini index;SI.POV.GINI;1993;
Sub-Saharan Africa;SSF;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.65001756927665
Sub-Saharan Africa;SSF;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.855349375039129
Sub-Saharan Africa;SSF;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;73.0374917017845
Sub-Saharan Africa;SSF;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Sub-Saharan Africa;SSF;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Sub-Saharan Africa;SSF;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Sub-Saharan Africa;SSF;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Sub-Saharan Africa (excluding high income);SSA;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;1154.80713648493
Sub-Saharan Africa (excluding high income);SSA;Gini index;SI.POV.GINI;1993;
Sub-Saharan Africa (excluding high income);SSA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.65001756927665
Sub-Saharan Africa (excluding high income);SSA;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.854890001432095
Sub-Saharan Africa (excluding high income);SSA;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;73.0491354889738
Sub-Saharan Africa (excluding high income);SSA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Sub-Saharan Africa (excluding high income);SSA;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Sub-Saharan Africa (excluding high income);SSA;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Sub-Saharan Africa (excluding high income);SSA;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Sub-Saharan Africa (IDA & IBRD countries);TSS;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;1155.93918675425
Sub-Saharan Africa (IDA & IBRD countries);TSS;Gini index;SI.POV.GINI;1993;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;6.65001756927665
Sub-Saharan Africa (IDA & IBRD countries);TSS;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;0.855349375039129
Sub-Saharan Africa (IDA & IBRD countries);TSS;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;73.0374917017845
Sub-Saharan Africa (IDA & IBRD countries);TSS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Sub-Saharan Africa (IDA & IBRD countries);TSS;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Upper middle income;UMC;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;2625.30697717837
Upper middle income;UMC;Gini index;SI.POV.GINI;1993;
Upper middle income;UMC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;4.09255768934129
Upper middle income;UMC;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;2.79952438778329
Upper middle income;UMC;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;25.8790452578305
Upper middle income;UMC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
Upper middle income;UMC;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
Upper middle income;UMC;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
Upper middle income;UMC;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
World;WLD;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1993;6813.00428035926
World;WLD;Gini index;SI.POV.GINI;1993;
World;WLD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1993;5.55969439262019
World;WLD;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1993;3.96762600728632
World;WLD;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1993;17.2098891651351
World;WLD;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1993;
World;WLD;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1993;
World;WLD;Individuals using the Internet (% of population);IT.NET.USER.ZS;1993;
World;WLD;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1993;
Afghanistan;AFG;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1994;
Afghanistan;AFG;Gini index;SI.POV.GINI;1994;
Afghanistan;AFG;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1994;7.822
Afghanistan;AFG;Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita);EN.GHG.CO2.PC.CE.AR5;1994;0.10369954846514
Afghanistan;AFG;Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;1994;30.1
Afghanistan;AFG;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1994;
Afghanistan;AFG;Current health expenditure per capita (current US$);SH.XPD.CHEX.PC.CD;1994;
Afghanistan;AFG;Individuals using the Internet (% of population);IT.NET.USER.ZS;1994;
Afghanistan;AFG;GNI, PPP (constant 2021 international $);NY.GNP.MKTP.PP.KD;1994;
Albania;ALB;GDP per capita (constant 2015 US$);NY.GDP.PCAP.KD;1994;1305.00106057165
Albania;ALB;Gini index;SI.POV.GINI;1994;
Albania;ALB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;1994;20.835
